 Category ,Course Code,Title of the Course,Description,Language,Link 1,Link 2 (if SP)
... / Sales / Sales to Customer Success,SCS03,Managing a Successful Customer Handoff,"It’s time to hand over a customer from sales to the customer success team. But this is no time to relax. A customer handoff is a tricky thing. When the handoff goes well, it lays a great foundation for the customer relationship. But if it goes badly, the customer relationship can be damaged, and you might find it hard to keep hold of that customer.

Everyone involved in the customer handoff needs to play their part to make it a success. This is easier to do when each person knows the right steps to follow and exactly what tasks they need to achieve at each step. To deliver a great customer experience, you can use tactics to improve the customer handoff process.

By the end of this course, you’ll be able to:

• Recognize the importance of carrying out a successful customer handoff in order to create a good customer experience
• Identify the necessary steps in a good sales-to-customer-success handoff to ensure the process is effective
• Determine the tactics needed to improve the customer handoff process to deliver success

Why take this course?

An effective customer handoff between the sales and customer success teams is crucial. This course is for representatives, executives, and managers working in sales, and customer success representatives. You’ll learn why a successful customer handoff is so important, the required steps in the handoff process, and ways to improve the process.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/1047,
Leadership / Practicing Leadership,PL003,Managing a Team Conflict Effectively,"This course was created to be used as practice for the skills the managers have learned in our course 'Conflict Management'.



Different opinions are healthy at work – it’s where progress and innovation come from. When there’s a heated disagreement in a team, though, it’s uncomfortable for everyone. If conflicts aren’t resolved quickly, it can damage relationships and disrupt collaboration and productivity. Ultimately, this can affect the success of the business you work for.



As a leader, it’s your job to help resolve conflicts, but that doesn’t have to be as difficult as it sounds. Recognizing the signs of a conflict is key, so you can spot it early. You should also understand when it’s the right time to step in. People respond best when they’re properly heard, so there are techniques you can use to explore each side and come to a successful resolution.



By the end of this course, you’ll be able to:



• Identify conflict in the workplace
• Know when to intervene
• Manage conflict successfully



Why take this course?



If you manage a team or people report to you, it’s likely that you’ll need to resolve a conflict at some point. In this course, you’ll get to practice spotting conflict at work and choosing the right time to get involved. You’ll also look at how to manage conflicts effectively in different situations.



10 mins | SCORM | Development Plan",EN,https://horenso.talentlms.com/plus/catalog/courses/1393,
Leadership / Communication Skills Applied,CA007,Managing Anger,"Everyone experiences anger. We’re only human, and feeling angry is a healthy, human reaction. If it’s controlled, anger can even be useful. But it’s important to learn how to manage your anger, so you can make sure that it doesn’t get out of control and end up hurting you or those around you.

Developing healthy ways to identify, express, and deal with your anger is vital for your mental and physical well-being. It’s a huge part of learning how to cope with your emotions and how to maintain autonomy over your actions and choices. And it will help you make sure that your relationships inside and outside of work are healthy and productive.

By the end of this course, you’ll be able to:

• Recognize unhealthy anger
• Explain why unmanaged anger can be dangerous
• Adopt techniques to help you manage your anger

Why take this course?

Learning about productive strategies to manage your anger will help you stay in control, even when you’re frustrated or upset. Daily life is full of challenges, and this course will help ensure you know how to manage anger, so that you can stay focused and on top of your emotions.

10 mins | SCORM | Development Plan",EN,https://horenso.talentlms.com/plus/catalog/courses/410,
... / Business Continuity / Business Continuity Essentials,BC003,Managing Business Resilience,"Has anyone ever told you to “breathe and count to 10” when a difficult situation that needs you to stay strong and keep a level head comes along? Although it can feel like an impossibility at work sometimes, it’s actually great advice for businesses. Because being resilient in the face of problems will help any organization rise to challenges and thrive.

Business resilience is about planning and managing every process so you can identify and reduce risks that threaten your organization. Luckily there are some tried and tested techniques to help you get business resilience management right, so you’ll be ready for anything.

By the end of this course, you’ll be able to:

• Identify the key features of business resilience planning and management
• Recognize the importance of business resilience management for modern business
• Use strategies and techniques to manage business resilience in your workplace

Why take this course?

If you’re a business leader, it’s your job to keep calm and carry on when faced with a crisis, to make sure your company isn’t damaged. This course will demonstrate what’s involved in business resilience management, and why it’s important. And by using the strategies in this course, you’ll be able to create and implement a successful business resilience plan.

10 mins | SCORM | Workbook",EN,https://horenso.talentlms.com/plus/catalog/courses/536,
Leadership / Leadership Toolkit,LT010,Managing Change,"Remember Heinz green ketchup? It looked, smelled, tasted, and acted exactly like original ketchup. The only difference in the sauce was the color. If you closed your eyes and tasted it, you wouldn’t have any idea it was different. But this random color change caused so much controversy that nobody wanted it.

Humans aren’t great at handling change, especially if it’s random, or has no benefit or explanation. But in every profession, sometimes change is necessary to improve or streamline the business. Being able to manage, and present change, so it comes across as a positive part of progress, is essential for keeping your business moving.

By the end of this course, you’ll be able to:

• Understand change management and its benefits
• Effectively explain the need for change
• Use techniques to make change manageable for your team

Why take this course?

Presenting change in the right way will eliminate fear in workers and encourage them to embrace the change in order to make progress for the company. If you are leading a team, it’s essential to make the process of change easier for those involved. This course will help you understand how to talk to your team about change and the techniques used to make stakeholders more confident in your decisions.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/442,
... / Customer Service / Customer Service Essentials,CSE08v2,Managing Customer Expectations,"When customers choose a brand, business, product, or service, they have expectations about it. If those expectations aren’t fulfilled, they’re going to be disappointed. And as the face of customer service, you may unfortunately experience their frustration firsthand. But you can take action to reduce the risk of getting unhappy customers.

In customer service, you need to manage customer expectations to avoid creating bad experiences and customer frustration. Expectations can be shaped by many things, including the way you communicate, or experiences customers have had elsewhere. To help you manage expectations, you can apply several tips, such as always delivering on your promises.

By the end of this course, you’ll be able to:

• List examples of common types of customer expectations
• Identify factors that influence customer expectations
• Apply top tips to manage customer expectations

Why take this course?

Managing customer expectations is a key part of any customer-service role. During this course you’ll find out what kinds of expectations customers may have, and how these can be influenced. You’ll also learn tips on how to manage customer expectations and balance them with the expectations of the business you work for.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/1183,https://horenso.talentlms.com/plus/catalog/courses/677
... / Technology / Coding for Everyone,COD06,Low-Code / No-Code Platforms,"Sometimes you’ll get a great idea that you just don’t have the skills, knowledge, or time to make happen. Maybe it’s a great hook for a book or an invention that will revolutionize modern science! Or perhaps it’s an idea for a great app, but you just don’t know how to code it.

This is where low- and no-code platforms come in. They provide you with a graphical user interface to develop software quickly and easily without you having to pore over code for hours on end. This course will explain these new low- and no-code platforms, so you can decide if they’re right for your business to use.

By the end of this course, you’ll be able to:

• Explain what low-code/no-code platforms are and how they work
• Describe the benefits of using low-code/no-code platforms
• Identify situations in which low-code/no-code platforms would and wouldn’t be appropriate to use

Why take this course?

Low- and no-code platforms have become increasingly popular, because they offer an accessible alternative to traditional coding. This course, which is especially suitable for business analysts, operational leaders, and business owners, will help you decide if these platforms are right for you and your business needs.

10 mins | SCORM | Infographic",EN,https://horenso.talentlms.com/plus/catalog/courses/902,
Compliance and Safety / OSHA-Workplace Safety,OWS15,Machine Guarding,"Can you imagine life without machines? You’d have to make things by hand and it would be slow. Mass production machinery revolutionized how things were made, and how long it took to make them. But, while machines streamlined industry, they also brought with them a lot of risks, which saw many workers seriously injured, or worse.

Thankfully, a lot has changed since the industrial revolution. Modern workplaces are much more risk-aware and protect machine operators from hazards by using machine guarding. To help counteract the dangers of machinery in workplaces, the Occupational Safety and Health Administration (OSHA) created regulations and guidelines that must be followed.

By the end of this course, you’ll be able to:

• Recognize the risks posed by machinery in your working environment
• Identify the correct machine guards necessary to keep employees safe
• Plan good working practices alongside machine guarding to minimize the risk of incidents

Why take this course?

Modern workplaces have a duty of care to make sure their employees are safe at work. Putting in place the correct safeguards for working with machinery forms a huge part of that. For leaders, managers and Health and Safety managers, this course will look at the risks of working with machinery, and how to reduce those risks and stay compliant.

10 mins | SCORM | Infographic",EN,https://horenso.talentlms.com/plus/catalog/courses/1127,
... / Customer Service / Customer Service Applied,CSA05,Maintaining Composure,"Dealing with people can sometimes be stressful, especially in customer service. Your customer could be frustrated, angry, or even upset. And sometimes, when they need to complain, it’s going to be you they’ll complain to. When you’re faced with situations like these, staying calm isn’t always easy.

If you can maintain your composure when you’re dealing with customers, it’ll bring a whole range of benefits. Stay calm in the face of a storm, and you’ll diffuse a situation. Keep your calm when your customers are losing theirs, and you’ll solve their problem. After all, if you don’t, you could lose more than your temper!

By the end of this course, you’ll be able to:

• Identify ways to detach yourself but remain empathetic
• Utilize techniques to diffuse difficult situations calmly
• Develop ways to control your stress levels

Why take this course?

If you work in customer service, then you’ll need to maintain your composure. This course will help you do just that. You’ll learn how to deal with the most challenging situations and remain calm, control your interactions with customers, and keep your stress levels manageable.

10 mins | SCORM | Workbook",EN,https://horenso.talentlms.com/plus/catalog/courses/836,https://horenso.talentlms.com/plus/catalog/courses/659
... / Customer Service / Customer Service Essentials,CSE01v2,Maintaining Customer Service Across Channels of Communication,"Face-to-face, telephone, email, social media… customers probably have lots of different options to get in touch with you. But with so many channels to deal with, it can make your task of communicating with customers a bit harder. And if the customer doesn’t have the same great service across channels, they’re not getting the best customer experience.

Customer service is any human interaction with customers. Customer experience, on the other hand, is the customer’s entire journey. To deliver good customer service, all customer interactions along the journey need to be handled effectively and with care. And customers want to receive the same great experience on whatever communication channel they choose.

By the end of this course, you’ll be able to:

• Identify the differences between customer service and customer experience
• Describe various types of customer-service channels
• Explain how to provide effective customer service across multiple communication channels

Why take this course?

It’s essential to create a good customer experience on any channel. This course is for anyone who needs to communicate with customers through multiple channels. You’ll learn about different types of customer-service channels, look at how customer service differs from customer experience, and find out how to give customers good service across channels.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/1178,https://horenso.talentlms.com/plus/catalog/courses/670
Leadership / Leadership Toolkit,LT008,Making Deals,"The ability to spot and make deals is a key ingredient in a successful business. Companies thrive when leaders use initiative to counter any setbacks. Good leaders are always on the lookout for arrangements with other businesses, or seeking opportunities to negotiate with clients, to maximize profit and negotiate the best situation for their team. They keep an eye on internal affairs too, in order to resolve conflicts by negotiating well with staff.

But making good deals isn’t just about banking a check or resolving arguments – it’s about forming relationships with those in the business, and contacts outside the business, to continue making better deals.

By the end of this course, you’ll be able to:

• Use techniques to improve your negotiation skills
• Consider future benefits, not just current deals
• Build relationships with those you do business with
• Be transparent with your team to help each other

Why take this course?

Whether you’re leading a small team or you’re the CEO of the next big gaming company, being able to negotiate deals will help improve business plans, make more money, or further the status of the business. This course will show you how to make deals well, build relationships, and stay transparent to your team, showing them how and why you’re making these deals, to help them learn from your example.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/440,
Leadership / Leadership Essentials,LE008,Making Decisions,"Everybody has that one friend who’s terrible at making decisions about anything – what to eat for lunch, which movie to watch, what outfit to wear – the list is endless. It can be pretty infuriating, right? While these examples of indecisiveness might make you mad, they probably won’t have a huge effect on your day. But what about important decisions?

In the workplace, decision-making skills are vital. Whether it’s choosing the correct person to hire, the best way to undertake a task or project, or how to resolve a conflict or situation, the outcomes of your decisions will affect the success of your business.

By the end of this course, you’ll be able to:

• Understand why decision making is so important
• Tackle uncertainty
• Make better decisions

Why take this course?

Decision making is a crucial leadership skill, as being able to give your team a clear direction boosts trust and productivity. If you’re new to leadership or find decision making tough, this course will teach you how to stop avoiding uncertainty and make better decisions with confidence, so you can lead a team successfully and build better relationships.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/225,https://horenso.talentlms.com/plus/catalog/courses/697
"DEI (Diversity, Equality, Inclusion) / Diversity and Inclusion",DI005,LGBTQ+  Awareness and Inclusion,"Referring to both sexual orientation and gender identity, LGBTQQIP2SAA covers people who identify as lesbian, gay, bisexual, transgender, questioning, queer, intersex, pansexual, two-spirit (2S), androgynous and asexual. There are many other terms and it is commonly shortened to LGBTQ+. Unfortunately, this community can face discrimination by simply expressing their true gender identities and/or sexual orientation. Such hostility might take the form of bullying, harassment, and physical violence. Identifying as LGBTQ+ can even be life-threatening.

In the workplace, LGBTQ+ employees are also subjected to discrimination. This ranges from “banter” or jokes about their identity to outright intimidation and aggression. Thankfully, there are many ways you can support LGBTQ+ colleagues and improve inclusion.

By the end of this course, you’ll be able to:

• Explain how exclusion affects people who identify as LGBTQ+
• Identify the positive impacts of LGBTQ+ inclusion in the workplace
• Describe ways to support your LGBTQ+ colleagues

Why take this course?

LGBTQ+ awareness and inclusion leads to greater job satisfaction and feelings of belonging for everyone. Suitable for all individuals, especially business leaders, this course will show you how crucial it is to be aware of and include all LGBTQ+ individuals.

10 mins | SCORM | Workbook",EN,https://horenso.talentlms.com/plus/catalog/courses/265,https://horenso.talentlms.com/plus/catalog/courses/639
Personal Development / Online Social Presence,OSP03,LinkedIn - Using your Best Profile to Promote your Business,"You’re probably familiar with LinkedIn at an individual level - it’s by far the most popular platform for professional networking and job-hunting. It doesn’t stop there, though! More and more businesses are using LinkedIn to network, market, and stay ahead in their industries. LinkedIn offers a wealth of features to promote your business, and keeps adding more.

Using LinkedIn for business builds your company’s digital presence, and connects you with potential partners, clients, and customers. This course will give you the tools you need to develop your LinkedIn strategy and build the best company profile, whatever the size of your business.

By the end of this course, you’ll be able to:

• Create a high-quality LinkedIn company page
• Use LinkedIn’s specialized features to boost your company’s profile
• Build meaningful business relationships through high-value posts and featured content

Why take this course?

This course is aimed at businesses of all sizes. It will be particularly useful to you if your role involves digital marketing and strategy. You’ll learn about LinkedIn’s powerful tools for business and some great strategies to maximize the impact of your company profile.

5 mins | SCORM | Takeaway Tasks, Development Plan",EN,https://horenso.talentlms.com/plus/catalog/courses/502,
Personal Development / Online Social Presence,OSP04,LinkedIn and Social Media Networking,"We know that social media networking is hardly a new concept. Every year it plays a more crucial part in how we connect with potential clients, employers, and industry experts. The thing is, many people simply don’t use the awesome power of these platforms as effectively as they could. That’s where this course comes in.

With a little strategy, social media networking connects you to big names in your industry, enhances your personal brand, and increases your career opportunities. All from your cell phone. Ready to expand your global connections and opportunities? You’re in the right place.

By the end of this course, you’ll be able to:

• Compare the features of LinkedIn and other platforms
• Evaluate your current use of social media networking tools
• Plan your next steps to boost your online professional profile

Why take this course?

Social media is central to how the business world connects, so this course will be useful to every professional. You’ll learn how to make the most of the online tools available to you and pick up some great strategies for upping your game in the world of networking.

10 mins | SCORM | Takeaway Tasks, Development Plan",EN,https://horenso.talentlms.com/plus/catalog/courses/503,
Personal Development / Mindfulness,M0006,Living in the Moment,"Living in the moment means trying not to worry about the past, which you can’t change anyway, and also not worrying about things that might happen in the future. It is about focusing on today and enjoying the present, paying attention to the smaller things in life. Having this mindset can help to reduce stress levels and allow us to feel more positive about our lives.

It’s simply not possible to control everything that happens to us – like what people around us say or do, the decisions that are made at work, or if we get sick. But we can control how we think about things and the judgments we make. And this is the key to mindfulness and healthier mental well-being.

By the end of this course, you’ll be able to:

• Recognize how living in the moment can reduce stress and boost self-confidence
• Explain different techniques that help people enjoy the present
• Adopt ways to be as mindful as possible in day-to-day life

Why take this course?

This course will benefit everyone who wants to look at life in a more positive way and try to reduce stress. It’s for those who have a tendency to replay past unpleasant moments in their head or those who worry too much about the future going exactly to plan. It’s time to appreciate the here and now. It’s time to live in the moment!

5 mins | SCORM | Infographic",EN,https://horenso.talentlms.com/plus/catalog/courses/480,
Compliance and Safety / OSHA-Workplace Safety,OWS19,Lockout / Tagout,"Electricity helps turn heavy-duty tasks into light work with the use of mighty machines that harness energy and put it to good use. But because that’s so normal, it’s easy to forget that electricity’s a wild beast. Hazardous energy contained within machinery creates a very dangerous environment, which can seriously, or even fatally, injure people.

When machinery stops working, or needs maintenance, it’s vital that workers have the correct equipment and procedures to carry out their jobs safely. And that’s where lockout/tagout comes in. The Occupational Safety and Health Administration has a set of lockout/tagout regulations that employers need to follow.

By the end of this course, you’ll be able to:

• Define the risks of hazardous energy, and lockout/tagout
• Identify employers’ responsibilities under the OSHA lockout/tagout regulations
• Use best practice to develop lockout/tagout procedures

Why take this course?

Having the correct procedures and equipment to protect people working around electricity is vital. If you’re a manager, leader, or health and safety manager, this course will help. It’ll explain hazardous energy, lockout/tagout, and employers’ OSHA responsibilities. And by using the advice in the course, you’ll be able to develop effective lockout/tagout procedures.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/1131,
Human Resources / Learning Applied,LNA10,Learning Analytics,"When you’re responsible for designing learning solutions, you need to know that what you create is doing what it’s supposed to. But it’s not just something you look at at the end of the learning process. For learning to be as effective as possible, there should be an ongoing process that enables you to understand your learners and how learning interventions help them perform their roles.

This process is known as learning analytics. It’s an essential part of any learning and development strategy, and its importance shouldn’t be underestimated. It can be difficult to know where to start, and there can be a lot of information to work with. So a basic understanding of these things is essential. This course will help you with this.

By the end of this course, you’ll be able to:

• Explain the potential impact of learning analytics on business outcomes
• Identify which areas to analyze for your learners
• Recognize key methods and software for learning analytics

Why take this course?

Learning analytics is an essential part of any learning solution, but one that can easily be overlooked or underappreciated. This course will take you through the potential impact of learning analytics on business outcomes, how to decide which areas to look at for your learners, and key analytical methods. This course is useful for anyone in HR, L&D, or people management, who are responsible for designing learning solutions.

10 mins | SCORM | Takeaway Tasks",EN,,
Human Resources / Learning Essentials,LNE07,Learning and Employee Engagement,"Ever seen a die-hard comic book fan at a convention? They’re usually dripping with merch, costumes made to precision, eyes wide with excitement at the thought of meeting their favorite character. Their commitment, passion, and loyalty is 2nd to none. Making them so engaged that nothing could tear them away.

If only there were a way to inject that kind of enthusiasm into our workplace. (Ok… the wacky costumes wouldn’t fly with HR, but imagine having that level of dedication and passion every single day.) In business, employee engagement is the emotional commitment employees have to the organization and its goals.
As a leader, it’s your job to create an environment that lights a fire in their belly. Employee engagement is one of the core pillars of a thriving workplace and is proven to decrease staff turnover, increase productivity, and even drive customer satisfaction.

By the end of this course, you’ll be able to:

•Identify what a learning environment is and how to prioritize it
•Recognize how learning and development can be used to increase employee engagement
•Demonstrate best practices for creating an engaged team

Why take this course?

This course is for leaders of all levels who want to achieve a strong learning and engagement environment. Employees who are engaged go above and beyond to provide better experiences to clients and co-workers. In turn, this can benefit your organization's reputation and profitability, too.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/343,
Human Resources / Learning Essentials,LNE06,Learning Culture in the Workplace,"Culture. It’s the heart and soul of any successful workforce. But a true “learning culture” isn’t just a buzzword modern companies should throw around to sound good. It’s also not as easy as jazzing up your office décor with a ping pong table, and hoping it motivates your employees from there on in.

Nope, it’s much more than that. A workplace learning culture means an organization that provides many different opportunities to learn, innovate, and grow. It’s a continual process.

Constant learning is the key to a company that thrives because it elevates individuals – as employees and as people. It opens opportunities for them, and their company, to transform continuously for the better.

By the end of this course, you’ll be able to:

•Recognize what a learning culture in the workplace is
•Identify strategies for building a strong culture of learning
•Implement tips to create the right type of learning culture for your team

Why take this course?

No matter what your industry, there’s no doubt that your employees, your organization, and, ultimately, your bottom line would benefit from a culture in which employees are constantly learning new things, seeking out new opportunities, and developing new skills.

Continuous learning not only makes employees knowledgeable about their role, but also teaches them how to enrich their time at work and truly thrive.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/342,
Human Resources / Learning Essentials,LNE05,Learning ROI,"If you’re a manager or in charge of training, you’ve probably come across ‘revolutionary new training packages that will ensure your workforce has all the skills to keep up with a growing market, blah, blah, blah’. Some of it might look pretty good, but it could cost your business both financially and in physical hours spent with staff stuck in training, away from their jobs.

Hindsight is a wonderful thing. And it can be easy to calculate the value of training after it’s happened. But, how do you figure out whether training is worth pursuing? There is a way of assessing its value before starting too - learning return on investment.

By the end of this course, you’ll be able to:

•Understand what learning ROI is, and why it’s important
•Choose training based on value rather than cost
•Calculate learning ROI

Why take this course?

If you’re a manager or person in charge of training and want to ensure that any training you undertake is financially viable, this course is for you. It will teach you about learning ROI, discuss its benefits, show you a simple method for calculation, and explain why measuring learning ROI is so important to your business.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/341,
Human Resources / Learning Essentials,LNE02,Learning Styles,"Do you remember having a favorite teacher in school? Maybe they talked calmly, explained things well, or did practical, ‘hands-on’ lessons. Whatever they taught you, it seemed to stick. That could be because their teaching methods matched your learning style.

We all have different, preferred ways of learning, known as learning styles. They’ve been used for many years to help tailor learning to individual strengths.

You’re constantly learning, both at work and in life. Knowing how you learn can help you decide how to approach things like training and development. Recent research into how human brains learn, however, has shown that tailoring learning to individual strengths may not be the best approach. So, if you’re a trainer, it’s important to know how to get the balance right.

By the end of this course, you’ll be able to:

•Understand what learning styles are
•Identify your learning style
•Understand the benefits and drawbacks of tailoring learning to fit a style

Why take this course?

Whether you’re an employee struggling to make new skills stick or a trainer wanting to refresh your style, this course will help. It will teach you about different learning styles and the range of theories for and against their use, how to identify your preferred learning style,
and how recognizing your favored way of learning can be useful.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/338,
Leadership / Adaptive Leadership,AL004,Learning through Self-Correction,"Adaptive leaders encourage experimentation, reflection, and self-correction. Even if an experiment fails, something valuable can be learned from it. That’s why it’s important for everyone to have the opportunity to reflect on an experiment’s failure or success. Reflection may lead to the realization that a correction is needed. You may not only need to correct a course of action – you may also need to self-correct.

The most effective adaptive leaders are always in a state of self-reflection. They run experiments to see what works. You’ll need to continually assess what’s happening in your organization so you can take corrective midcourse action if necessary. While focused on a course of action, you may fall into common traps if you don’t understand yourself well enough to self-correct.

By the end of this course, you’ll be able to:

• Recognize the need for reflection, self-correction, and experimentation
• Explain the benefits of understanding yourself and avoiding traps
• Apply techniques for running experiments so you can self-correct effectively

Why take this course?

If you have a leadership or human resources role, this course is ideal for you. You’ll learn why adaptive leaders need to practice reflection, self-correction, and experimentation. You’ll also learn about the advantages of having a greater understanding of yourself, and techniques to run experiments.

15 mins | SCORM | Development Plan",EN,https://horenso.talentlms.com/plus/catalog/courses/392,
Personal Development / Mindfulness,M0003,Learning to Let Go,"We've all wished we could change something from the past. Maybe you missed out on a job you really wanted because you made an error on the application. Mistakes happen! But clinging to things you have no control over can leave you well and truly stuck in the past. And this can make you upset, stressed, and withdrawn. It can stop you from moving forward in a happy and optimistic way. You have to learn to let go.

Letting go of something doesn’t mean getting rid of it altogether. It means finding peace with it, because clinging to pain doesn’t allow it to ease. Reliving past experiences or conversations will never change them, and hoping things were different will not make them so. This course will look at what letting go actually means, and how your life can improve if you learn to let go of things that are already out of your control.

By the end of this course, you’ll be able to:

• Define “letting go”
• Understand the negative consequences of holding on to things you can’t control
• Identify challenges in “letting go”
• Recognize processes that will help you to let go of negative thoughts

Why take this course?

We’re all guilty of overthinking past events – an argument or a misjudgment, perhaps. Learning to accept that these things are in the past and deciding to move forward is a key life skill, and one that can make us feel free to live the lives we want to. So come on in, and learn how to let go.

5 mins | SCORM | Infographic",EN,https://horenso.talentlms.com/plus/catalog/courses/477,
Personal Development / Personal Finances,PF004,Learning to Save,"We’re not all lottery millionaires with money to burn. That would be nice, though. Most of us are just trying to make ends meet, and there often isn’t much left over from the monthly paycheck after paying for all the essentials. And then you want to treat yourself a bit, don’t you?

The problem is, not all of us are actually saving money. And without savings, it’s a lot harder to make plans for the future. Whether you’re thinking about your retirement or the vacation you want to take next year, you need to be thinking about putting some money away. This course will give you the tips you need.

By the end of this course, you’ll be able to:

• Explain the importance of saving
• Outline a set of steps towards saving money
• Describe how a specific savings plan can help you achieve your objective

Why take this course?

The principle of saving up is easy to grasp, but it’s difficult to do in reality. The good news is that by following some simple principles, you can manage your finances to save money, and save wisely. Are you dreaming of making a down payment on a house, starting a new business, or putting your kids through college? With the right approach and the right discipline, you can make those dreams come true!

10 mins | SCORM | Workbook",EN,https://horenso.talentlms.com/plus/catalog/courses/809,
Human Resources / Nurturing Talent,NT005,Learning to Let your Best People Leave,"Life is good. You’re hitting all of your departmental deadlines, your team’s a credit to you, and someone has brought in doughnuts. But suddenly, out of nowhere, a top team member tells you they’ve received an offer from another company, and they want to leave.

It’s natural to feel anxious or disappointed about losing a high performer from your team or organization. Sometimes, exploring why someone wants to move on will help you retain them, if it’s in their best interests. But sometimes, letting your best people leave is a good thing. What if it could help their career progression and that of other team members, who might be ready to step up to a new challenge? This course explores the positives in this situation.

By the end of this course, you’ll be able to:

• Identify the benefits of letting your best people go when the time is right
• Demonstrate how to communicate with team members to establish if the time is right for them to move on
• Understand how to move forward when a high-performing employee decides to leave

Why take this course?

Sometimes, the best thing for top-performing team members and the organization you work within is to let that team member move on. That might seem a bit contradictory, but we’ll explain why it’s the case. If you oversee teams, this course can help you explore the benefits of letting your best people go.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/351,
Personal Development / Mindfulness,M0005,Learning to Stay Calm,"Modern life can be quite difficult. It can be extremely busy, chaotic, and sometimes intense. Whether we’re putting in the overtime at work, dealing with family issues, or studying hard for exams, we face stressful situations daily. Even small daily stresses can pile up and take their toll on our mental health. There are many ways to react to these pressures, both negative and positive. Staying calm even when there’s chaos around you is the healthiest way to react.

It’s important to keep calm when things get too much. Staying calm allows you to think logically and make clear decisions. Calmness is beneficial, not just for your well-being, but also for those around you. There are steps everyone can take to help make even the most difficult moments easier. This course will show you how to keep a level head and stop stress from taking over.

By the end of this course, you’ll be able to:

• Identify common challenges to staying calm
• Understand the benefits of staying calm
• Utilize techniques to stay calm and centered

Why take this course?

Being a calm person is not only beneficial to you, it’s beneficial to those around you, too. The environment around a calm person is peaceful and serene. Staying calm has many benefits, including reduction of stress levels, lower blood pressure, and making you more focused. We all need to find time to keep ourselves calm and centered. If you feel like the world is on your shoulders and you want to react in a positive way, this course is for you.

10 mins | SCORM | Infographic",EN,https://horenso.talentlms.com/plus/catalog/courses/479,
Human Resources / Company Culture,CCU09,Leading a Cultural Movement,"Organizational culture refers to the shared values, beliefs, and behaviors that characterize an organization. Ingrained company culture can be difficult to change. However, a movement or cultural shift starts with a strong leader. As a manager or team leader, you can play an active role in leading a positive cultural movement. But this involves more than advocating for an open-office space and free snacks.

Leading a cultural movement is about creating a comfortable environment for employees where they’ll feel motivated to work toward their goals. By leading a cultural movement, you can initiate change at a formal, structural level. As a result, you can create a positive work environment that reflects the company’s values and the needs of employees.

By the end of this course, you’ll be able to:

• Recognize the impact that effective change management can have on company culture
• Identify the necessary steps for successful change management
• Understand key methods for measuring the effectiveness of change management

Why take this course?

A leader can influence and generate a sense of urgency among employees toward changing workplace culture. Suitable for those within HR or L&D teams, including people managers, this course will help you recognize the impact that effective change management can have on company culture. This course will teach you the necessary steps for successful change management. You’ll also learn the key methods for measuring the effectiveness of change management to measure progress toward creating an improved workplace culture.

10 mins | SCORM | Development Plan",EN,https://horenso.talentlms.com/plus/catalog/courses/1156,
... / Customer Service / Customer Service Mastery,CSM11,Leading a Customer Service Team for the First Time,"Transitions can be tricky to deal with. If you’re used to working on the frontline of customer service, suddenly having to lead can feel like a big step. After all, you’ve gone from managing just the customers’ needs, to managing everyone’s needs.

Leading a customer service team for the first time requires a new mindset. You still want to give your customers the best service, but the way you do that has changed. Now, things like training teammates, tracking team performance, and coming up with innovative ways to improve your service are your priority. This course will give you a head start on those skills.

By the end of this course, you’ll be able to:

• Identify the shift in priorities for your new role
• Recognize the skills you’ll need to be a successful customer service leader
• Follow key steps to make a smooth transition from team member to team leader

Why take this course?

New roles come with new responsibilities. Whether you’re a team leader, customer representative, customer accounts manager, or customer executive, your mindset has to shift. In this course, you’ll learn how to identify your new priorities, the skills you’ll need to cultivate as a leader, and some steps to help you make a smooth transition.

10 mins | SCORM | Takeaway Tasks",EN,https://horenso.talentlms.com/plus/catalog/courses/1138,
